"Förskrivning till människor by varugrupp, kön, åldersgrupp, period and mätvärde"

"varugrupp";"kön";"åldersgrupp";"period";"mätvärde";"Förskrivning till människor"
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-07";"Förpackningar";161399
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-08";"AUP exkl moms";43334841
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-08";"Förpackningar";180173
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-09";"AUP exkl moms";45493121
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-09";"Förpackningar";190743
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-10";"AUP exkl moms";47040778
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-10";"Förpackningar";192642
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-11";"AUP exkl moms";47260756
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-11";"Förpackningar";196170
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-12";"AUP exkl moms";49904934
"D - hudpreparat";"Kvinna";"Alla åldrar";"2022-12";"Förpackningar";199497
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-01";"AUP exkl moms";50806586
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-01";"Förpackningar";204413
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-02";"AUP exkl moms";48985251
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-02";"Förpackningar";197943
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-03";"AUP exkl moms";57355504
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-03";"Förpackningar";228642
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-04";"AUP exkl moms";50170586
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-04";"Förpackningar";193882
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-05";"AUP exkl moms";56406990
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-05";"Förpackningar";216610
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-06";"AUP exkl moms";52808819
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-06";"Förpackningar";199442
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-07";"AUP exkl moms";45342061
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-07";"Förpackningar";168454
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-08";"AUP exkl moms";50903865
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-08";"Förpackningar";190074
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-09";"AUP exkl moms";51979575
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-09";"Förpackningar";195785
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-10";"AUP exkl moms";56233816
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-10";"Förpackningar";217375
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-11";"AUP exkl moms";59978842
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-11";"Förpackningar";213139
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-12";"AUP exkl moms";56343934
"D - hudpreparat";"Kvinna";"Alla åldrar";"2023-12";"Förpackningar";200062
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-01";"AUP exkl moms";62510465
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-01";"Förpackningar";222073
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-02";"AUP exkl moms";57991103
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-02";"Förpackningar";208460
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-03";"AUP exkl moms";63277512
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-03";"Förpackningar";211032
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-04";"AUP exkl moms";65532801
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-04";"Förpackningar";221710
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-05";"AUP exkl moms";64267802
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-05";"Förpackningar";221225
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-06";"AUP exkl moms";56581369
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-06";"Förpackningar";183404
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-07";"AUP exkl moms";58498544
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-07";"Förpackningar";185714
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-08";"AUP exkl moms";61611183
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-08";"Förpackningar";196692
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-09";"AUP exkl moms";62489965
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-09";"Förpackningar";200445
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-10";"AUP exkl moms";72051063
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-10";"Förpackningar";225531
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-11";"AUP exkl moms";67478035
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-11";"Förpackningar";215489
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-12";"AUP exkl moms";67579600
"D - hudpreparat";"Kvinna";"Alla åldrar";"2024-12";"Förpackningar";208472
"D - hudpreparat";"Man";"0-14";"2020";"AUP exkl moms";58864994
"D - hudpreparat";"Man";"0-14";"2020";"Förpackningar";358300
"D - hudpreparat";"Man";"0-14";"2021";"AUP exkl moms";66694921
"D - hudpreparat";"Man";"0-14";"2021";"Förpackningar";365589
"D - hudpreparat";"Man";"0-14";"2022";"AUP exkl moms";68692557
"D - hudpreparat";"Man";"0-14";"2022";"Förpackningar";365884
"D - hudpreparat";"Man";"0-14";"2023";"AUP exkl moms";76265138
"D - hudpreparat";"Man";"0-14";"2023";"Förpackningar";383923
"D - hudpreparat";"Man";"0-14";"2024";"AUP exkl moms";84348250
"D - hudpreparat";"Man";"0-14";"2024";"Förpackningar";379604
"D - hudpreparat";"Man";"0-14";"2020-01";"AUP exkl moms";4993488
"D - hudpreparat";"Man";"0-14";"2020-01";"Förpackningar";32067
"D - hudpreparat";"Man";"0-14";"2020-02";"AUP exkl moms";4973251
"D - hudpreparat";"Man";"0-14";"2020-02";"Förpackningar";31648
"D - hudpreparat";"Man";"0-14";"2020-03";"AUP exkl moms";6094765
"D - hudpreparat";"Man";"0-14";"2020-03";"Förpackningar";39574
"D - hudpreparat";"Man";"0-14";"2020-04";"AUP exkl moms";5325374
"D - hudpreparat";"Man";"0-14";"2020-04";"Förpackningar";33342
"D - hudpreparat";"Man";"0-14";"2020-05";"AUP exkl moms";4881710
"D - hudpreparat";"Man";"0-14";"2020-05";"Förpackningar";30492
"D - hudpreparat";"Man";"0-14";"2020-06";"AUP exkl moms";4897745
"D - hudpreparat";"Man";"0-14";"2020-06";"Förpackningar";29519
"D - hudpreparat";"Man";"0-14";"2020-07";"AUP exkl moms";3987476
"D - hudpreparat";"Man";"0-14";"2020-07";"Förpackningar";23865
"D - hudpreparat";"Man";"0-14";"2020-08";"AUP exkl moms";4031345
"D - hudpreparat";"Man";"0-14";"2020-08";"Förpackningar";24244
"D - hudpreparat";"Man";"0-14";"2020-09";"AUP exkl moms";4367495
"D - hudpreparat";"Man";"0-14";"2020-09";"Förpackningar";25345
"D - hudpreparat";"Man";"0-14";"2020-10";"AUP exkl moms";4878292
"D - hudpreparat";"Man";"0-14";"2020-10";"Förpackningar";28496
"D - hudpreparat";"Man";"0-14";"2020-11";"AUP exkl moms";5110281
"D - hudpreparat";"Man";"0-14";"2020-11";"Förpackningar";29173
"D - hudpreparat";"Man";"0-14";"2020-12";"AUP exkl moms";5323773
"D - hudpreparat";"Man";"0-14";"2020-12";"Förpackningar";30535
"D - hudpreparat";"Man";"0-14";"2021-01";"AUP exkl moms";5689738
"D - hudpreparat";"Man";"0-14";"2021-01";"Förpackningar";31704
"D - hudpreparat";"Man";"0-14";"2021-02";"AUP exkl moms";6223409
"D - hudpreparat";"Man";"0-14";"2021-02";"Förpackningar";33576
"D - hudpreparat";"Man";"0-14";"2021-03";"AUP exkl moms";6554320
"D - hudpreparat";"Man";"0-14";"2021-03";"Förpackningar";36062
"D - hudpreparat";"Man";"0-14";"2021-04";"AUP exkl moms";6259672
"D - hudpreparat";"Man";"0-14";"2021-04";"Förpackningar";34371
"D - hudpreparat";"Man";"0-14";"2021-05";"AUP exkl moms";6054817
"D - hudpreparat";"Man";"0-14";"2021-05";"Förpackningar";33689
"D - hudpreparat";"Man";"0-14";"2021-06";"AUP exkl moms";5486123
"D - hudpreparat";"Man";"0-14";"2021-06";"Förpackningar";30948
"D - hudpreparat";"Man";"0-14";"2021-07";"AUP exkl moms";4126615
"D - hudpreparat";"Man";"0-14";"2021-07";"Förpackningar";23028
"D - hudpreparat";"Man";"0-14";"2021-08";"AUP exkl moms";4303543
"D - hudpreparat";"Man";"0-14";"2021-08";"Förpackningar";23563
"D - hudpreparat";"Man";"0-14";"2021-09";"AUP exkl moms";4913957
"D - hudpreparat";"Man";"0-14";"2021-09";"Förpackningar";26924
"D - hudpreparat";"Man";"0-14";"2021-10";"AUP exkl moms";5245544
"D - hudpreparat";"Man";"0-14";"2021-10";"Förpackningar";28300
"D - hudpreparat";"Man";"0-14";"2021-11";"AUP exkl moms";5544874
"D - hudpreparat";"Man";"0-14";"2021-11";"Förpackningar";30124
"D - hudpreparat";"Man";"0-14";"2021-12";"AUP exkl moms";6292308
"D - hudpreparat";"Man";"0-14";"2021-12";"Förpackningar";33300
"D - hudpreparat";"Man";"0-14";"2022-01";"AUP exkl moms";5492775
"D - hudpreparat";"Man";"0-14";"2022-01";"Förpackningar";29891
"D - hudpreparat";"Man";"0-14";"2022-02";"AUP exkl moms";5667707
"D - hudpreparat";"Man";"0-14";"2022-02";"Förpackningar";30645
"D - hudpreparat";"Man";"0-14";"2022-03";"AUP exkl moms";7309735
"D - hudpreparat";"Man";"0-14";"2022-03";"Förpackningar";39786
"D - hudpreparat";"Man";"0-14";"2022-04";"AUP exkl moms";6313241
"D - hudpreparat";"Man";"0-14";"2022-04";"Förpackningar";34187
"D - hudpreparat";"Man";"0-14";"2022-05";"AUP exkl moms";6485144
"D - hudpreparat";"Man";"0-14";"2022-05";"Förpackningar";35264
"D - hudpreparat";"Man";"0-14";"2022-06";"AUP exkl moms";5389617
"D - hudpreparat";"Man";"0-14";"2022-06";"Förpackningar";28283
"D - hudpreparat";"Man";"0-14";"2022-07";"AUP exkl moms";4321703
"D - hudpreparat";"Man";"0-14";"2022-07";"Förpackningar";23227
"D - hudpreparat";"Man";"0-14";"2022-08";"AUP exkl moms";4550083
"D - hudpreparat";"Man";"0-14";"2022-08";"Förpackningar";24384
"D - hudpreparat";"Man";"0-14";"2022-09";"AUP exkl moms";5173193
"D - hudpreparat";"Man";"0-14";"2022-09";"Förpackningar";26831
"D - hudpreparat";"Man";"0-14";"2022-10";"AUP exkl moms";5353065
"D - hudpreparat";"Man";"0-14";"2022-10";"Förpackningar";27975
"D - hudpreparat";"Man";"0-14";"2022-11";"AUP exkl moms";6104438
"D - hudpreparat";"Man";"0-14";"2022-11";"Förpackningar";31030
"D - hudpreparat";"Man";"0-14";"2022-12";"AUP exkl moms";6531858
"D - hudpreparat";"Man";"0-14";"2022-12";"Förpackningar";34381
"D - hudpreparat";"Man";"0-14";"2023-01";"AUP exkl moms";6276738
"D - hudpreparat";"Man";"0-14";"2023-01";"Förpackningar";31883
"D - hudpreparat";"Man";"0-14";"2023-02";"AUP exkl moms";6215179
"D - hudpreparat";"Man";"0-14";"2023-02";"Förpackningar";32539
"D - hudpreparat";"Man";"0-14";"2023-03";"AUP exkl moms";7568471
"D - hudpreparat";"Man";"0-14";"2023-03";"Förpackningar";38531
"D - hudpreparat";"Man";"0-14";"2023-04";"AUP exkl moms";6531874
"D - hudpreparat";"Man";"0-14";"2023-04";"Förpackningar";33654
"D - hudpreparat";"Man";"0-14";"2023-05";"AUP exkl moms";7729105
"D - hudpreparat";"Man";"0-14";"2023-05";"Förpackningar";38739
"D - hudpreparat";"Man";"0-14";"2023-06";"AUP exkl moms";6283276
"D - hudpreparat";"Man";"0-14";"2023-06";"Förpackningar";32294
"D - hudpreparat";"Man";"0-14";"2023-07";"AUP exkl moms";4660334
"D - hudpreparat";"Man";"0-14";"2023-07";"Förpackningar";23165
"D - hudpreparat";"Man";"0-14";"2023-08";"AUP exkl moms";5187462
"D - hudpreparat";"Man";"0-14";"2023-08";"Förpackningar";25266
"D - hudpreparat";"Man";"0-14";"2023-09";"AUP exkl moms";5174432
"D - hudpreparat";"Man";"0-14";"2023-09";"Förpackningar";26951
"D - hudpreparat";"Man";"0-14";"2023-10";"AUP exkl moms";6574086
"D - hudpreparat";"Man";"0-14";"2023-10";"Förpackningar";33372
"D - hudpreparat";"Man";"0-14";"2023-11";"AUP exkl moms";7183272
"D - hudpreparat";"Man";"0-14";"2023-11";"Förpackningar";34177
"D - hudpreparat";"Man";"0-14";"2023-12";"AUP exkl moms";6880909
"D - hudpreparat";"Man";"0-14";"2023-12";"Förpackningar";33352
"D - hudpreparat";"Man";"0-14";"2024-01";"AUP exkl moms";7172834
"D - hudpreparat";"Man";"0-14";"2024-01";"Förpackningar";36647
"D - hudpreparat";"Man";"0-14";"2024-02";"AUP exkl moms";6486808
"D - hudpreparat";"Man";"0-14";"2024-02";"Förpackningar";33114
"D - hudpreparat";"Man";"0-14";"2024-03";"AUP exkl moms";7672193
"D - hudpreparat";"Man";"0-14";"2024-03";"Förpackningar";34138
"D - hudpreparat";"Man";"0-14";"2024-04";"AUP exkl moms";7629630
"D - hudpreparat";"Man";"0-14";"2024-04";"Förpackningar";35416
"D - hudpreparat";"Man";"0-14";"2024-05";"AUP exkl moms";8016604
"D - hudpreparat";"Man";"0-14";"2024-05";"Förpackningar";36659
"D - hudpreparat";"Man";"0-14";"2024-06";"AUP exkl moms";5889205
"D - hudpreparat";"Man";"0-14";"2024-06";"Förpackningar";25886
"D - hudpreparat";"Man";"0-14";"2024-07";"AUP exkl moms";5887922
"D - hudpreparat";"Man";"0-14";"2024-07";"Förpackningar";25572
"D - hudpreparat";"Man";"0-14";"2024-08";"AUP exkl moms";6338879
"D - hudpreparat";"Man";"0-14";"2024-08";"Förpackningar";26104
"D - hudpreparat";"Man";"0-14";"2024-09";"AUP exkl moms";6282581
"D - hudpreparat";"Man";"0-14";"2024-09";"Förpackningar";27598
"D - hudpreparat";"Man";"0-14";"2024-10";"AUP exkl moms";7684071
"D - hudpreparat";"Man";"0-14";"2024-10";"Förpackningar";32164
"D - hudpreparat";"Man";"0-14";"2024-11";"AUP exkl moms";7933415
"D - hudpreparat";"Man";"0-14";"2024-11";"Förpackningar";34166
"D - hudpreparat";"Man";"0-14";"2024-12";"AUP exkl moms";7354108
"D - hudpreparat";"Man";"0-14";"2024-12";"Förpackningar";32140
"D - hudpreparat";"Man";"15 - 44";"2020";"AUP exkl moms";121214639
"D - hudpreparat";"Man";"15 - 44";"2020";"Förpackningar";477362
"D - hudpreparat";"Man";"15 - 44";"2021";"AUP exkl moms";133932134
"D - hudpreparat";"Man";"15 - 44";"2021";"Förpackningar";483869
"D - hudpreparat";"Man";"15 - 44";"2022";"AUP exkl moms";150968361
"D - hudpreparat";"Man";"15 - 44";"2022";"Förpackningar";480466
"D - hudpreparat";"Man";"15 - 44";"2023";"AUP exkl moms";184048496
"D - hudpreparat";"Man";"15 - 44";"2023";"Förpackningar";516202
"D - hudpreparat";"Man";"15 - 44";"2024";"AUP exkl moms";220932332
"D - hudpreparat";"Man";"15 - 44";"2024";"Förpackningar";537944
"D - hudpreparat";"Man";"15 - 44";"2020-01";"AUP exkl moms";10300305
"D - hudpreparat";"Man";"15 - 44";"2020-01";"Förpackningar";41726
"D - hudpreparat";"Man";"15 - 44";"2020-02";"AUP exkl moms";10125445
"D - hudpreparat";"Man";"15 - 44";"2020-02";"Förpackningar";40559
"D - hudpreparat";"Man";"15 - 44";"2020-03";"AUP exkl moms";10960462
"D - hudpreparat";"Man";"15 - 44";"2020-03";"Förpackningar";44993
"D - hudpreparat";"Man";"15 - 44";"2020-04";"AUP exkl moms";9829818
"D - hudpreparat";"Man";"15 - 44";"2020-04";"Förpackningar";39601
"D - hudpreparat";"Man";"15 - 44";"2020-05";"AUP exkl moms";9717241
"D - hudpreparat";"Man";"15 - 44";"2020-05";"Förpackningar";37604
"D - hudpreparat";"Man";"15 - 44";"2020-06";"AUP exkl moms";9808979
"D - hudpreparat";"Man";"15 - 44";"2020-06";"Förpackningar";38126
"D - hudpreparat";"Man";"15 - 44";"2020-07";"AUP exkl moms";9242645
"D - hudpreparat";"Man";"15 - 44";"2020-07";"Förpackningar";35708
"D - hudpreparat";"Man";"15 - 44";"2020-08";"AUP exkl moms";8786826
"D - hudpreparat";"Man";"15 - 44";"2020-08";"Förpackningar";35485
"D - hudpreparat";"Man";"15 - 44";"2020-09";"AUP exkl moms";10174926
"D - hudpreparat";"Man";"15 - 44";"2020-09";"Förpackningar";38909
"D - hudpreparat";"Man";"15 - 44";"2020-10";"AUP exkl moms";10516747
"D - hudpreparat";"Man";"15 - 44";"2020-10";"Förpackningar";41837
"D - hudpreparat";"Man";"15 - 44";"2020-11";"AUP exkl moms";10985846
"D - hudpreparat";"Man";"15 - 44";"2020-11";"Förpackningar";41377
"D - hudpreparat";"Man";"15 - 44";"2020-12";"AUP exkl moms";10765400
"D - hudpreparat";"Man";"15 - 44";"2020-12";"Förpackningar";41435
"D - hudpreparat";"Man";"15 - 44";"2021-01";"AUP exkl moms";10891321
"D - hudpreparat";"Man";"15 - 44";"2021-01";"Förpackningar";41966
"D - hudpreparat";"Man";"15 - 44";"2021-02";"AUP exkl moms";10731010
"D - hudpreparat";"Man";"15 - 44";"2021-02";"Förpackningar";41559
"D - hudpreparat";"Man";"15 - 44";"2021-03";"AUP exkl moms";12246228
"D - hudpreparat";"Man";"15 - 44";"2021-03";"Förpackningar";46832
"D - hudpreparat";"Man";"15 - 44";"2021-04";"AUP exkl moms";11359367
"D - hudpreparat";"Man";"15 - 44";"2021-04";"Förpackningar";42124
"D - hudpreparat";"Man";"15 - 44";"2021-05";"AUP exkl moms";11332630
"D - hudpreparat";"Man";"15 - 44";"2021-05";"Förpackningar";41248
"D - hudpreparat";"Man";"15 - 44";"2021-06";"AUP exkl moms";10784407
"D - hudpreparat";"Man";"15 - 44";"2021-06";"Förpackningar";39483
"D - hudpreparat";"Man";"15 - 44";"2021-07";"AUP exkl moms";10024406
"D - hudpreparat";"Man";"15 - 44";"2021-07";"Förpackningar";35660
"D - hudpreparat";"Man";"15 - 44";"2021-08";"AUP exkl moms";10583569
"D - hudpreparat";"Man";"15 - 44";"2021-08";"Förpackningar";35705
"D - hudpreparat";"Man";"15 - 44";"2021-09";"AUP exkl moms";10934905
"D - hudpreparat";"Man";"15 - 44";"2021-09";"Förpackningar";39332
"D - hudpreparat";"Man";"15 - 44";"2021-10";"AUP exkl moms";11192274
"D - hudpreparat";"Man";"15 - 44";"2021-10";"Förpackningar";39368
"D - hudpreparat";"Man";"15 - 44";"2021-11";"AUP exkl moms";11655255
"D - hudpreparat";"Man";"15 - 44";"2021-11";"Förpackningar";40286
"D - hudpreparat";"Man";"15 - 44";"2021-12";"AUP exkl moms";12196763
"D - hudpreparat";"Man";"15 - 44";"2021-12";"Förpackningar";40307
"D - hudpreparat";"Man";"15 - 44";"2022-01";"AUP exkl moms";11390511
"D - hudpreparat";"Man";"15 - 44";"2022-01";"Förpackningar";39552
"D - hudpreparat";"Man";"15 - 44";"2022-02";"AUP exkl moms";12153548
"D - hudpreparat";"Man";"15 - 44";"2022-02";"Förpackningar";38410
"D - hudpreparat";"Man";"15 - 44";"2022-03";"AUP exkl moms";13283967
"D - hudpreparat";"Man";"15 - 44";"2022-03";"Förpackningar";45561
"D - hudpreparat";"Man";"15 - 44";"2022-04";"AUP exkl moms";12378314
"D - hudpreparat";"Man";"15 - 44";"2022-04";"Förpackningar";40221
"D - hudpreparat";"Man";"15 - 44";"2022-05";"AUP exkl moms";12871976
"D - hudpreparat";"Man";"15 - 44";"2022-05";"Förpackningar";41876
"D - hudpreparat";"Man";"15 - 44";"2022-06";"AUP exkl moms";12428461
"D - hudpreparat";"Man";"15 - 44";"2022-06";"Förpackningar";38557
"D - hudpreparat";"Man";"15 - 44";"2022-07";"AUP exkl moms";10999978
"D - hudpreparat";"Man";"15 - 44";"2022-07";"Förpackningar";34648
"D - hudpreparat";"Man";"15 - 44";"2022-08";"AUP exkl moms";12221192
"D - hudpreparat";"Man";"15 - 44";"2022-08";"Förpackningar";38458
"D - hudpreparat";"Man";"15 - 44";"2022-09";"AUP exkl moms";12567117
"D - hudpreparat";"Man";"15 - 44";"2022-09";"Förpackningar";39334
"D - hudpreparat";"Man";"15 - 44";"2022-10";"AUP exkl moms";12968280
"D - hudpreparat";"Man";"15 - 44";"2022-10";"Förpackningar";39921
"D - hudpreparat";"Man";"15 - 44";"2022-11";"AUP exkl moms";13656817
"D - hudpreparat";"Man";"15 - 44";"2022-11";"Förpackningar";41877
"D - hudpreparat";"Man";"15 - 44";"2022-12";"AUP exkl moms";14048201
"D - hudpreparat";"Man";"15 - 44";"2022-12";"Förpackningar";42051
"D - hudpreparat";"Man";"15 - 44";"2023-01";"AUP exkl moms";14731008
"D - hudpreparat";"Man";"15 - 44";"2023-01";"Förpackningar";43743
"D - hudpreparat";"Man";"15 - 44";"2023-02";"AUP exkl moms";13813815
"D - hudpreparat";"Man";"15 - 44";"2023-02";"Förpackningar";41622
"D - hudpreparat";"Man";"15 - 44";"2023-03";"AUP exkl moms";15740116
"D - hudpreparat";"Man";"15 - 44";"2023-03";"Förpackningar";48711
"D - hudpreparat";"Man";"15 - 44";"2023-04";"AUP exkl moms";15012762
"D - hudpreparat";"Man";"15 - 44";"2023-04";"Förpackningar";41731
"D - hudpreparat";"Man";"15 - 44";"2023-05";"AUP exkl moms";15285954
"D - hudpreparat";"Man";"15 - 44";"2023-05";"Förpackningar";44391
"D - hudpreparat";"Man";"15 - 44";"2023-06";"AUP exkl moms";15104059
"D - hudpreparat";"Man";"15 - 44";"2023-06";"Förpackningar";41538
"D - hudpreparat";"Man";"15 - 44";"2023-07";"AUP exkl moms";13273508
"D - hudpreparat";"Man";"15 - 44";"2023-07";"Förpackningar";36937
"D - hudpreparat";"Man";"15 - 44";"2023-08";"AUP exkl moms";15226105
"D - hudpreparat";"Man";"15 - 44";"2023-08";"Förpackningar";41093
"D - hudpreparat";"Man";"15 - 44";"2023-09";"AUP exkl moms";15897922
"D - hudpreparat";"Man";"15 - 44";"2023-09";"Förpackningar";42695
"D - hudpreparat";"Man";"15 - 44";"2023-10";"AUP exkl moms";16196201
"D - hudpreparat";"Man";"15 - 44";"2023-10";"Förpackningar";46242
"D - hudpreparat";"Man";"15 - 44";"2023-11";"AUP exkl moms";16904226
"D - hudpreparat";"Man";"15 - 44";"2023-11";"Förpackningar";44942
"D - hudpreparat";"Man";"15 - 44";"2023-12";"AUP exkl moms";16862821
"D - hudpreparat";"Man";"15 - 44";"2023-12";"Förpackningar";42557
"D - hudpreparat";"Man";"15 - 44";"2024-01";"AUP exkl moms";18954866
"D - hudpreparat";"Man";"15 - 44";"2024-01";"Förpackningar";47260
"D - hudpreparat";"Man";"15 - 44";"2024-02";"AUP exkl moms";17142995
"D - hudpreparat";"Man";"15 - 44";"2024-02";"Förpackningar";44422
"D - hudpreparat";"Man";"15 - 44";"2024-03";"AUP exkl moms";18679567
"D - hudpreparat";"Man";"15 - 44";"2024-03";"Förpackningar";46254
"D - hudpreparat";"Man";"15 - 44";"2024-04";"AUP exkl moms";18555800
"D - hudpreparat";"Man";"15 - 44";"2024-04";"Förpackningar";47305
"D - hudpreparat";"Man";"15 - 44";"2024-05";"AUP exkl moms";18054744
"D - hudpreparat";"Man";"15 - 44";"2024-05";"Förpackningar";46901
"D - hudpreparat";"Man";"15 - 44";"2024-06";"AUP exkl moms";16678831
"D - hudpreparat";"Man";"15 - 44";"2024-06";"Förpackningar";40578
"D - hudpreparat";"Man";"15 - 44";"2024-07";"AUP exkl moms";17635212
"D - hudpreparat";"Man";"15 - 44";"2024-07";"Förpackningar";41167
"D - hudpreparat";"Man";"15 - 44";"2024-08";"AUP exkl moms";18333295
